0.502524018,0.740826726,0.000161596,0.460997254,0.778228283,-0.169619605,0.418935895,0.805118144,-0.312911242,0.427301705,0.825690746,-0.415687919,0.48222816,0.830673397,-0.495850265,0.367101163,0.664712965,-0.433145285,0.353513449,0.683615327,-0.558227837,0.379494697,0.716510653,-0.624838531,0.401705176,0.739389181,-0.675934136,0.423747778,0.609156609,-0.405867815,0.438963503,0.674445212,-0.583030343,0.468287349,0.742112041,-0.667042017,0.485645622,0.783087552,-0.744629323,0.491172403,0.592791975,-0.360472471,0.512203157,0.665235579,-0.497008413,0.517669678,0.708017826,-0.481484443,0.513902187,0.724493444,-0.469842851,0.558349609,0.604813039,-0.329063505,0.585759938,0.676766098,-0.411475301,0.567485332,0.712699473,-0.397315174,0.547001243,0.719238341,-0.384028316,N
0.232301548,0.612476468,1.75E-05,0.163749009,0.614381015,-0.087375239,0.097301006,0.624106407,-0.201597929,0.084770754,0.669182658,-0.292049319,0.096547522,0.700902641,-0.378249764,0.132808357,0.519217968,-0.323676914,0.121843606,0.595916152,-0.45207727,0.130615801,0.658607662,-0.513195395,0.140219182,0.714805245,-0.543552756,0.213194311,0.509467304,-0.322895586,0.204443395,0.626260579,-0.450708896,0.204640925,0.711601853,-0.481077373,0.208091602,0.76895082,-0.498186469,0.280918568,0.529446959,-0.315354705,0.281909823,0.640881777,-0.412073374,0.275066704,0.716792643,-0.431185961,0.265978217,0.760304809,-0.439024538,0.332162738,0.558940887,-0.310577601,0.339869469,0.636620164,-0.371864259,0.326893568,0.696089685,-0.384284735,0.310771108,0.735324085,-0.390003055,N
0.473850876,0.556927145,-0.000262739,0.367293,0.587201536,-0.29148829,0.277080119,0.556517303,-0.530704141,0.275725991,0.565838754,-0.675666511,0.35980162,0.58242625,-0.803032756,0.361479431,0.298068821,-0.75703007,0.30666551,0.351412475,-0.956698954,0.29051584,0.426628619,-1.041776776,0.304001272,0.462388515,-1.109810829,0.499329984,0.271409899,-0.681517303,0.444529265,0.387947798,-0.905111969,0.418833345,0.492895573,-0.965195596,0.411458671,0.533167243,-1.051704407,0.609250128,0.300480872,-0.590081573,0.569040537,0.41053617,-0.762486279,0.526952684,0.494072616,-0.77363503,0.509465694,0.505869448,-0.811202109,0.688055694,0.36828807,-0.517629981,0.664776087,0.446331054,-0.641909301,0.608136654,0.503646374,-0.65731889,0.574433208,0.509239316,-0.696774483,N
0.696905494,0.516822159,-0.000438682,0.570760608,0.568591297,-0.235686854,0.477633715,0.607600391,-0.448731959,0.474472493,0.669532239,-0.592588484,0.556537032,0.707117081,-0.713396072,0.570287466,0.323166609,-0.693795085,0.509338796,0.411641717,-0.938753068,0.498081803,0.500634193,-1.023434758,0.498092085,0.554161191,-1.074574947,0.719752967,0.282740265,-0.668016851,0.649477541,0.420115352,-1.004576921,0.600056827,0.585150719,-1.17787075,0.560245335,0.687256873,-1.33121264,0.849466264,0.304920405,-0.608836949,0.759245813,0.456187129,-0.862212539,0.705196798,0.572270572,-0.861930609,0.669542074,0.615975797,-0.863876343,0.947917104,0.365188241,-0.564708829,0.894958377,0.502630591,-0.711735666,0.828913093,0.566393614,-0.69144702,0.789513767,0.570824206,-0.688224435,N
0.406360149,0.502174675,0.000109822,0.29826203,0.434685707,-0.143277034,0.247398004,0.373421669,-0.274319232,0.23107405,0.354561299,-0.407806128,0.240310833,0.356879354,-0.546475887,0.298731625,0.140695214,-0.363400728,0.260939389,0.183448225,-0.555638313,0.248481616,0.286827117,-0.624674022,0.253049433,0.348910809,-0.63128823,0.382476389,0.135366887,-0.363930792,0.362455547,0.215817794,-0.549116969,0.321390808,0.316746026,-0.58498472,0.300370395,0.377369642,-0.59300226,0.46705246,0.163999468,-0.37459138,0.456696332,0.227753848,-0.524751365,0.410042048,0.314507127,-0.554613113,0.381776482,0.373109877,-0.574255645,0.543288887,0.207379162,-0.394442022,0.549905002,0.237400204,-0.499565184,0.504013836,0.302080452,-0.564385176,0.459742308,0.346119732,-0.625485897,N
0.662145197,0.387227178,5.15E-05,0.560877323,0.492194563,-0.222885668,0.443237185,0.600709856,-0.461439043,0.446700573,0.653599083,-0.624302685,0.500371695,0.646563888,-0.768292308,0.3946262,0.335762858,-0.736707687,0.444826245,0.529185653,-0.955135942,0.520848811,0.681037188,-1.02532196,0.564799607,0.773601294,-1.069123626,0.5198313,0.245861083,-0.710393369,0.575300217,0.528592944,-1.047823787,0.623949051,0.716834009,-1.156827092,0.635503411,0.82615608,-1.253363013,0.658115149,0.237451494,-0.643420219,0.709218919,0.53368187,-0.860196173,0.701405287,0.614386678,-0.691074371,0.673241198,0.609195292,-0.583433568,0.793950498,0.259948373,-0.609118342,0.84125644,0.495678753,-0.727248967,0.80404371,0.570847929,-0.629779994,0.762116969,0.564594507,-0.572488487,N
0.245195255,0.623242021,1.46E-05,0.159584343,0.626637757,-0.073922493,0.084427774,0.645875692,-0.199424386,0.07157582,0.70775938,-0.293645293,0.096553184,0.745228648,-0.369839609,0.127228945,0.551434934,-0.382527888,0.120928951,0.699087083,-0.508065164,0.130991265,0.772062659,-0.55416894,0.140022114,0.812445521,-0.578005552,0.222987399,0.547862947,-0.383371651,0.204556897,0.717429161,-0.482932627,0.199072957,0.785044014,-0.463103175,0.193597525,0.806641281,-0.466498941,0.299840748,0.573401213,-0.375664353,0.284377813,0.720419526,-0.444143653,0.267678052,0.768892884,-0.401317209,0.251022279,0.77368772,-0.387417883,0.358034551,0.609947085,-0.372342616,0.3552894,0.705655634,-0.418429464,0.336275637,0.749337375,-0.402319461,0.316468358,0.765734732,-0.39583537,N
0.693202674,0.651090562,-0.000274275,0.561243713,0.646727741,-0.25494647,0.474087447,0.63155967,-0.515914857,0.473860562,0.61470747,-0.713729262,0.545671642,0.594321668,-0.904393494,0.52706784,0.3935799,-0.733203113,0.474338859,0.290068448,-1.000153661,0.478452623,0.273201615,-1.15852046,0.485225022,0.27027306,-1.262035251,0.676443875,0.358120978,-0.718378425,0.611543536,0.34851262,-1.098016858,0.579847574,0.436434865,-1.382074594,0.55110389,0.493080318,-1.595319271,0.820120335,0.382872224,-0.674551308,0.766205847,0.378608257,-0.974781334,0.723485053,0.402040482,-1.020822406,0.687542856,0.4176808,-1.035081863,0.937225521,0.440217584,-0.637841702,0.915932834,0.452669442,-0.835569143,0.862262607,0.451759934,-0.82552886,0.830198288,0.430485129,-0.794852972,N
0.421278059,0.410461158,-0.000206666,0.295712858,0.368401885,-0.183845654,0.208607778,0.336695313,-0.354795963,0.176922962,0.352803737,-0.499486953,0.182578474,0.387194276,-0.656231463,0.330220997,0.101404414,-0.472154111,0.330702633,0.225638852,-0.657304585,0.333236545,0.325992733,-0.691915274,0.333008468,0.386415064,-0.67848736,0.437317133,0.096789882,-0.441271216,0.425875843,0.258951247,-0.625402689,0.400584728,0.364383817,-0.619311929,0.383611858,0.420754254,-0.613881171,0.530400574,0.138305455,-0.415688008,0.515940309,0.275221646,-0.562027693,0.477001637,0.359458387,-0.549445271,0.451600194,0.402716696,-0.541465878,0.609075606,0.197452784,-0.404918581,0.611839414,0.273629606,-0.510436714,0.566086411,0.342468441,-0.56560725,0.524413228,0.37827009,-0.614659965,N
0.340628117,0.408435613,-4.79E-05,0.23639825,0.377474487,-0.143129855,0.176390871,0.319083095,-0.257412374,0.180268988,0.301563174,-0.337145358,0.21911484,0.30185172,-0.401370436,0.272676706,0.151040107,-0.352256358,0.266606003,0.232224718,-0.472895622,0.261562616,0.309270382,-0.480729699,0.257385641,0.333949685,-0.488525033,0.370819151,0.157098264,-0.33100459,0.341204435,0.285053074,-0.442730576,0.320815593,0.357841849,-0.382825434,0.310694993,0.355010092,-0.360227972,0.451268077,0.195430964,-0.314020663,0.418982416,0.309970319,-0.419484228,0.381309599,0.371267259,-0.349384576,0.36412102,0.369131625,-0.310772091,0.512634397,0.247161657,-0.312420815,0.493941188,0.333203971,-0.388845742,0.451234788,0.373094797,-0.3706218,0.425232708,0.366813451,-0.356393218,N
